student_id,gender,age,attendance,homework_completion,test_scores,participation,study_hours_per_week,parental_education,internet_access,school_support,extra_classes,travel_time_to_school,health_status,number_of_absences,performance
10369,Male,18,94,61,97,82,13,bachelor,yes,no,yes,30,4,4,1
10370,Female,14,76,95,72,79,13,bachelor,yes,no,yes,51,1,14,1
10371,Female,17,67,67,51,53,1,master,yes,yes,no,40,2,4,0
10372,Male,16,96,77,89,69,17,master,yes,no,yes,37,4,18,1
10373,Female,14,88,51,78,90,10,high_school,yes,no,no,6,3,10,0
10374,Male,18,59,63,67,100,9,high_school,yes,yes,no,43,4,2,0
10375,Female,17,55,76,51,78,6,high_school,yes,no,no,7,2,16,0
10376,Female,14,61,84,92,50,13,bachelor,yes,no,no,19,2,4,0
10377,Male,18,98,80,74,72,6,high_school,yes,yes,no,32,5,10,1
10378,Female,15,85,84,94,58,6,bachelor,yes,no,no,34,4,11,1
10379,Male,15,81,52,52,77,12,bachelor,yes,no,no,19,1,7,0
10380,Female,16,97,81,85,82,7,bachelor,yes,no,yes,38,4,4,1
10381,Male,17,86,50,50,96,20,bachelor,yes,yes,no,23,5,9,0
10382,Male,17,67,77,84,92,15,bachelor,yes,no,no,35,3,10,1
10383,Female,14,98,87,54,57,2,master,yes,no,no,52,4,11,0
10384,Male,14,80,53,98,94,18,bachelor,yes,yes,yes,9,3,2,1
10385,Female,16,94,53,75,76,14,master,yes,no,yes,58,3,9,1
10386,Female,16,99,55,64,79,10,bachelor,yes,yes,no,41,2,4,0
10387,Female,15,86,84,72,55,4,high_school,yes,no,no,22,4,8,1
10388,Female,14,78,62,96,66,13,high_school,no,no,no,36,4,4,1
10389,Female,18,90,98,62,83,13,high_school,yes,no,no,26,5,18,1
10390,Female,16,91,83,81,94,19,high_school,no,yes,yes,53,5,13,1
10391,Male,17,70,93,60,88,4,master,yes,no,no,55,1,2,0
10392,Female,18,96,83,60,85,19,bachelor,no,yes,no,21,3,17,1
10393,Female,14,73,68,86,88,8,high_school,no,no,yes,32,5,16,1
10394,Female,18,85,68,76,83,11,bachelor,no,no,yes,58,5,14,1
10395,Male,17,70,60,88,77,5,high_school,yes,no,no,21,4,8,0
10396,Male,15,61,55,66,100,19,high_school,yes,no,no,30,4,11,0
10397,Male,17,81,55,85,87,11,high_school,no,yes,no,37,3,10,1
10398,Female,14,100,99,66,100,14,bachelor,yes,no,yes,31,2,18,1
10399,Male,17,56,94,84,97,9,master,yes,no,yes,12,4,12,1
10400,Male,14,66,98,82,81,8,bachelor,yes,no,no,23,3,4,1
10401,Female,18,96,95,80,65,18,bachelor,yes,no,yes,36,5,10,1
10402,Female,16,59,91,70,65,12,high_school,yes,yes,yes,6,1,2,0
10403,Male,14,79,96,84,68,18,master,no,no,no,12,2,16,1
10404,Male,16,50,85,74,86,1,high_school,yes,yes,yes,19,5,12,0
10405,Female,18,58,50,85,84,2,master,yes,no,yes,44,1,1,0
10406,Female,17,79,80,87,60,3,high_school,yes,yes,yes,12,3,13,1
10407,Male,17,62,94,81,83,13,bachelor,no,yes,no,23,3,5,1
10408,Male,15,89,66,83,91,16,high_school,yes,no,no,42,4,1,1
10409,Female,15,75,62,96,80,2,master,yes,no,no,43,3,7,1
10410,Male,16,78,88,88,50,17,bachelor,yes,yes,no,45,5,12,1
10411,Female,18,68,68,74,71,17,high_school,yes,no,no,59,2,9,0
10412,Female,17,57,69,81,99,14,bachelor,yes,yes,no,54,4,13,0
10413,Male,17,73,64,71,79,4,bachelor,yes,yes,yes,17,3,7,0
10414,Female,15,61,80,63,83,18,high_school,yes,yes,no,60,2,10,0
10415,Male,14,61,98,64,80,17,bachelor,yes,no,yes,33,2,17,0
10416,Female,14,72,73,99,57,9,master,yes,no,yes,10,5,11,1
10417,Female,14,78,77,60,50,11,high_school,yes,no,no,23,1,1,0
10418,Male,17,53,85,67,64,19,bachelor,no,yes,no,17,3,16,0
10419,Male,17,100,86,66,72,1,bachelor,yes,no,yes,31,1,9,1
10420,Male,18,70,92,62,86,1,high_school,yes,yes,no,28,4,10,0
10421,Female,14,53,96,74,79,9,bachelor,yes,no,no,25,4,18,0
10422,Male,16,61,86,91,66,5,bachelor,yes,no,yes,58,4,8,0
10423,Female,16,96,97,67,63,3,master,no,yes,yes,48,1,6,1
10424,Male,14,62,67,86,62,4,high_school,yes,yes,no,35,2,15,0
10425,Female,14,58,87,60,71,1,high_school,no,no,yes,40,5,12,0
10426,Male,18,83,58,73,57,7,high_school,no,yes,no,40,2,2,0
10427,Male,17,55,93,93,70,8,high_school,yes,no,yes,58,1,3,1
10428,Male,18,92,84,62,98,10,bachelor,yes,no,no,57,4,14,1
10429,Female,18,59,95,62,86,6,bachelor,no,yes,no,28,2,16,0
10430,Male,17,63,59,84,74,3,high_school,no,no,no,51,1,11,0
10431,Female,17,73,78,92,74,4,high_school,yes,no,no,30,1,19,1
10432,Male,17,65,96,66,89,12,high_school,no,yes,yes,31,5,9,0
10433,Male,16,96,79,90,83,5,bachelor,yes,yes,yes,10,5,0,1
10434,Male,15,56,61,65,65,11,bachelor,yes,no,no,57,4,12,0
10435,Female,17,96,100,58,81,11,high_school,yes,no,no,12,1,7,1
10436,Male,18,71,53,89,52,9,bachelor,no,yes,no,33,2,1,0
10437,Male,17,62,64,72,93,4,high_school,yes,no,no,30,1,4,0
10438,Female,17,99,60,64,81,9,high_school,yes,no,no,21,3,11,0
10439,Female,15,75,74,59,94,19,bachelor,yes,yes,no,15,5,20,0
10440,Female,17,96,80,77,60,11,high_school,yes,no,no,5,1,14,1
10441,Male,17,87,73,96,80,9,high_school,yes,no,yes,50,2,16,1
10442,Female,15,54,69,90,60,1,high_school,yes,yes,no,54,3,1,0
10443,Female,18,70,95,54,55,6,bachelor,yes,yes,no,26,2,13,0
10444,Female,15,95,62,80,79,3,high_school,yes,no,no,34,5,7,1
10445,Female,17,94,92,93,82,17,master,yes,no,no,52,3,12,1
10446,Male,15,60,80,77,93,6,bachelor,yes,yes,yes,45,4,2,0
10447,Female,17,97,75,61,60,5,high_school,yes,yes,yes,29,2,18,0
10448,Female,15,75,55,53,93,19,bachelor,yes,yes,yes,33,3,1,0
10449,Female,14,92,92,65,51,2,bachelor,yes,yes,no,59,5,9,1
10450,Female,17,96,79,50,92,7,high_school,yes,no,no,21,3,19,0
10451,Female,15,71,78,71,93,9,bachelor,no,no,no,41,2,3,0
10452,Female,18,77,77,91,92,10,high_school,no,yes,no,44,2,7,1
10453,Female,16,71,86,76,78,3,master,yes,no,no,48,5,12,0
10454,Male,15,85,58,76,83,19,high_school,yes,no,no,5,1,6,1
10455,Male,14,52,69,69,79,3,bachelor,yes,no,no,39,1,6,0
10456,Female,16,75,63,66,67,13,master,yes,no,no,56,5,19,0
10457,Male,18,76,67,53,50,18,master,yes,no,no,5,2,12,0
10458,Female,17,72,59,60,90,9,high_school,yes,no,no,9,2,0,0
10459,Male,14,71,83,94,90,4,bachelor,yes,no,no,9,3,18,1
10460,Female,18,84,61,75,100,19,bachelor,yes,yes,no,49,4,6,1
10461,Male,15,89,54,70,63,4,high_school,yes,no,yes,27,2,19,0
10462,Male,15,94,78,57,90,16,bachelor,yes,no,no,23,4,13,1
10463,Female,14,76,53,64,84,5,master,yes,yes,yes,5,3,14,0
10464,Male,16,89,85,83,78,10,bachelor,yes,no,no,8,3,1,1
10465,Male,14,98,72,72,94,5,high_school,yes,yes,no,35,5,8,1
10466,Male,14,55,86,59,89,7,high_school,no,yes,no,43,5,19,0
10467,Female,16,100,71,96,53,12,bachelor,yes,yes,yes,42,3,3,1
10468,Female,14,54,62,72,99,5,high_school,yes,no,yes,29,3,18,0
10469,Female,14,97,96,85,88,16,bachelor,yes,yes,no,60,5,20,1
10470,Male,14,65,80,91,59,2,bachelor,yes,yes,no,13,1,10,0
10471,Female,15,71,66,53,97,20,high_school,yes,yes,no,51,1,20,0
10472,Female,18,87,98,50,74,19,high_school,yes,no,no,40,1,8,0
10473,Female,15,89,64,81,88,6,high_school,yes,yes,no,5,2,6,1
10474,Male,18,66,83,90,78,9,bachelor,yes,no,no,17,4,19,1
10475,Male,18,52,66,98,61,16,bachelor,yes,no,no,51,5,0,0
10476,Female,14,52,75,64,85,4,bachelor,yes,no,no,22,1,18,0
10477,Female,16,84,89,63,82,14,bachelor,no,no,yes,38,5,3,1
10478,Male,16,78,68,55,82,17,bachelor,yes,yes,yes,44,3,20,0
10479,Female,14,54,76,65,55,8,bachelor,yes,no,yes,17,3,18,0
10480,Female,17,65,92,59,74,20,bachelor,yes,no,no,35,4,11,0
10481,Male,15,71,100,86,57,7,bachelor,yes,yes,no,18,3,17,1
10482,Female,16,100,67,65,57,1,bachelor,no,no,no,53,4,20,0
10483,Male,16,54,76,61,66,6,master,no,no,no,37,5,13,0
10484,Female,18,82,99,97,90,19,bachelor,no,no,yes,26,5,1,1
10485,Male,17,82,62,69,56,15,bachelor,yes,yes,yes,27,3,19,0
10486,Female,18,73,67,59,90,8,high_school,yes,no,no,30,5,9,0
10487,Male,14,51,55,54,77,9,bachelor,yes,no,no,9,2,19,0
10488,Male,14,98,76,98,61,7,bachelor,yes,yes,no,7,2,1,1
10489,Male,14,84,65,51,73,10,high_school,no,no,no,42,2,10,0
10490,Male,16,78,96,87,69,9,bachelor,no,no,yes,58,4,11,1
10491,Female,16,69,84,96,51,2,master,yes,no,no,26,3,5,1
10492,Male,16,59,58,82,81,16,master,no,no,no,10,1,3,0
10493,Male,16,51,78,53,50,19,high_school,yes,yes,yes,30,1,9,0
10494,Male,18,64,71,100,97,4,high_school,yes,no,yes,38,1,12,1
10495,Female,17,50,98,94,53,7,master,yes,no,yes,53,1,3,0
10496,Female,16,50,59,85,58,13,master,yes,no,no,50,2,5,0
10497,Female,14,59,99,76,99,3,bachelor,yes,yes,no,56,3,20,1
10498,Male,14,77,96,64,53,9,bachelor,yes,no,no,31,2,18,0
10499,Female,17,66,92,90,91,18,master,yes,yes,no,24,5,7,1
10500,Male,14,72,96,81,96,1,bachelor,yes,no,no,50,5,10,1
10501,Male,15,89,60,99,52,1,bachelor,yes,no,no,15,2,15,1
10502,Female,15,67,87,68,85,13,high_school,no,yes,no,60,3,9,0
10503,Female,14,76,95,57,100,14,bachelor,no,no,yes,46,1,8,1
10504,Female,18,55,92,74,88,17,high_school,no,yes,no,32,1,4,0
10505,Female,14,67,70,51,92,6,high_school,yes,yes,no,44,4,17,0
10506,Male,17,92,86,64,77,18,master,no,yes,no,38,3,12,1
10507,Male,17,71,56,92,73,4,high_school,no,yes,no,32,1,2,0
10508,Female,15,50,87,87,70,16,bachelor,yes,no,yes,33,5,16,0
10509,Male,15,77,70,99,56,3,high_school,yes,yes,yes,49,4,18,1
10510,Female,16,53,54,50,53,12,high_school,yes,no,no,31,2,20,0
10511,Female,18,73,74,94,95,5,bachelor,yes,yes,yes,40,2,16,1
10512,Male,15,88,65,82,98,9,high_school,yes,yes,no,10,3,12,1
10513,Male,16,88,71,90,54,10,bachelor,yes,yes,no,27,1,11,1
10514,Male,16,79,71,58,78,15,bachelor,yes,no,yes,41,5,13,0
10515,Female,17,96,97,72,94,17,bachelor,yes,yes,no,59,5,1,1
10516,Male,18,55,93,67,79,1,bachelor,yes,yes,no,34,1,10,0
10517,Female,15,100,63,59,96,19,bachelor,yes,no,yes,40,2,8,1
10518,Female,15,77,60,63,88,15,bachelor,yes,no,no,58,3,14,0
10519,Female,17,73,57,92,58,15,high_school,yes,yes,no,37,1,18,0
10520,Male,16,59,89,96,91,1,bachelor,yes,yes,no,33,2,1,1
10521,Male,16,62,50,83,78,16,bachelor,yes,no,no,51,5,15,0
10522,Female,14,78,88,73,75,17,master,yes,no,no,11,5,4,1
10523,Female,15,98,52,56,98,7,bachelor,yes,no,no,57,1,16,0
10524,Male,14,92,74,52,64,11,high_school,yes,yes,yes,36,2,15,0
10525,Male,14,77,58,50,78,16,master,yes,yes,no,45,3,11,0
10526,Female,16,90,56,63,78,19,bachelor,yes,no,no,23,2,8,0
10527,Male,18,64,52,60,95,8,high_school,yes,no,yes,22,3,15,0
10528,Male,15,81,57,71,55,12,bachelor,yes,no,no,51,1,7,0
10529,Male,17,64,77,98,94,18,high_school,yes,no,yes,6,5,12,1
10530,Male,17,78,91,78,52,19,high_school,yes,no,no,7,3,3,1
10531,Female,16,60,80,92,81,11,bachelor,yes,yes,yes,6,1,8,1
10532,Male,17,80,83,64,97,4,bachelor,yes,no,no,12,1,4,0
10533,Female,18,88,81,66,84,5,high_school,yes,no,yes,23,4,6,1
10534,Male,17,58,77,55,78,17,bachelor,yes,no,yes,20,3,20,0
10535,Male,15,85,91,86,71,10,high_school,no,no,no,16,2,12,1
10536,Female,16,65,57,89,89,13,high_school,no,yes,yes,6,4,9,0
10537,Male,17,60,64,65,66,2,master,yes,yes,no,54,4,18,0
10538,Male,15,72,67,81,98,6,high_school,no,yes,no,51,3,5,0
10539,Female,16,79,50,79,94,14,master,yes,no,yes,17,3,3,0
10540,Female,15,88,64,64,53,6,high_school,yes,no,no,28,4,4,0
10541,Male,17,61,82,77,57,1,bachelor,yes,no,yes,41,5,20,0
10542,Male,16,64,54,95,99,16,master,no,no,yes,10,1,13,0
10543,Female,16,89,78,56,89,13,master,yes,yes,yes,42,2,1,0
10544,Female,16,82,87,97,76,20,high_school,yes,no,no,16,3,9,1
10545,Male,16,94,76,84,80,15,bachelor,yes,no,no,20,5,12,1
10546,Male,14,84,60,70,100,11,bachelor,yes,no,yes,34,4,15,0
10547,Female,18,84,71,87,80,14,high_school,yes,no,no,28,2,16,1
10548,Male,17,81,64,92,84,3,master,yes,no,no,20,5,20,1
10549,Female,18,59,68,74,53,19,high_school,yes,yes,no,47,2,9,0
10550,Male,18,92,74,69,97,19,master,yes,yes,yes,27,3,13,1
10551,Male,15,77,54,54,100,12,master,yes,no,no,54,4,16,0
10552,Male,15,69,87,74,63,11,bachelor,yes,no,no,36,3,17,0
10553,Male,16,67,72,60,70,12,bachelor,no,yes,yes,9,1,8,0
10554,Female,15,71,68,50,56,4,master,yes,no,no,5,4,17,0
10555,Female,14,78,95,63,99,20,high_school,yes,yes,no,54,1,10,1
10556,Male,17,89,69,79,87,3,high_school,yes,no,no,32,2,12,1
10557,Female,18,51,86,98,87,2,master,yes,yes,yes,40,2,10,1
10558,Male,17,89,92,71,69,8,high_school,no,yes,no,33,2,16,1
10559,Male,17,65,95,92,56,16,high_school,no,yes,no,49,3,14,1
10560,Female,16,72,73,58,84,19,high_school,yes,yes,no,24,5,9,0
10561,Male,14,96,80,57,64,14,high_school,yes,no,no,24,4,6,0
10562,Male,18,61,98,66,91,19,high_school,yes,no,yes,50,3,1,0
10563,Male,15,56,93,83,69,18,master,no,yes,no,42,2,19,0
10564,Female,18,69,52,86,89,8,bachelor,no,yes,no,44,4,7,0
10565,Male,16,95,57,78,79,10,high_school,yes,no,no,43,4,16,1
10566,Male,17,62,81,85,86,4,high_school,no,no,yes,35,2,5,0
10567,Female,15,80,60,77,95,5,high_school,no,no,no,42,2,7,0
10568,Female,16,93,97,72,66,1,high_school,yes,yes,yes,59,2,9,1
10569,Male,18,83,58,71,62,16,high_school,yes,yes,no,22,3,11,0
10570,Male,14,64,91,64,64,7,bachelor,yes,no,no,17,1,8,0
10571,Male,17,75,76,70,67,13,high_school,yes,yes,no,20,1,11,0
10572,Male,17,87,68,56,84,16,bachelor,no,no,no,22,4,7,0
10573,Female,18,94,66,98,86,6,bachelor,yes,yes,no,23,5,13,1
10574,Female,17,88,57,74,62,6,high_school,yes,yes,yes,42,4,20,0
10575,Female,16,77,52,94,83,16,high_school,no,no,no,26,5,5,1
10576,Male,14,55,63,81,84,10,master,yes,no,yes,7,3,11,0
10577,Male,14,80,78,54,74,9,bachelor,no,no,no,35,5,19,0
10578,Female,17,62,94,91,99,17,high_school,no,no,yes,24,4,12,1
10579,Female,14,85,82,50,64,13,master,yes,no,yes,21,2,7,0
10580,Female,15,76,94,72,95,8,master,yes,no,yes,12,3,14,1
10581,Female,16,62,88,86,98,16,bachelor,yes,yes,yes,59,2,17,1
10582,Male,14,79,88,62,81,18,high_school,yes,yes,no,33,2,12,0
10583,Male,16,70,79,70,97,17,high_school,yes,no,no,44,3,19,0
10584,Male,14,59,93,80,72,20,high_school,yes,no,no,34,1,19,0
10585,Female,14,96,50,93,84,11,master,yes,no,no,38,1,14,1
10586,Male,17,82,94,63,57,8,high_school,yes,no,no,31,4,0,0
10587,Female,16,89,91,100,60,7,bachelor,no,no,yes,47,1,0,1
10588,Female,15,78,70,70,89,6,high_school,yes,yes,no,26,2,5,0
10589,Female,18,94,100,57,90,17,high_school,yes,no,no,39,3,10,1
10590,Female,14,70,100,51,89,19,master,yes,no,yes,43,4,16,0
10591,Female,16,87,77,51,87,5,master,no,yes,no,55,4,3,0
10592,Female,15,98,92,85,62,20,high_school,yes,yes,no,36,1,8,1
10593,Male,17,95,68,84,95,8,bachelor,no,no,no,60,3,0,1
10594,Female,15,67,97,89,82,12,bachelor,yes,yes,yes,12,2,3,1
10595,Female,17,76,58,96,65,12,bachelor,yes,yes,no,35,5,1,1
10596,Female,16,73,91,58,75,20,master,no,no,no,44,2,18,0
10597,Female,16,73,54,52,76,16,high_school,yes,no,no,53,3,11,0
10598,Male,14,93,75,96,83,18,high_school,yes,no,yes,24,4,3,1
10599,Female,14,74,51,79,52,20,high_school,yes,yes,no,53,4,20,0
10600,Male,18,82,87,64,95,20,bachelor,yes,no,yes,19,1,20,1
10601,Female,14,54,55,98,92,16,bachelor,yes,no,no,48,4,17,0
10602,Female,18,77,84,71,89,3,high_school,yes,yes,yes,44,2,9,1
10603,Female,14,98,57,60,54,13,bachelor,yes,yes,no,57,5,12,0
10604,Female,18,54,58,97,51,1,high_school,yes,no,yes,44,4,18,0
10605,Female,16,77,93,61,88,13,high_school,yes,yes,yes,12,5,8,1
10606,Male,15,70,96,83,80,20,bachelor,yes,no,no,29,4,0,1
10607,Female,18,96,50,50,91,10,high_school,yes,yes,no,25,1,5,0
10608,Female,16,94,65,57,96,17,high_school,yes,no,yes,21,2,12,0
10609,Female,14,87,66,97,63,13,bachelor,yes,no,yes,10,3,13,1
10610,Female,18,64,76,62,98,3,master,yes,no,yes,10,5,16,0
10611,Male,14,83,75,96,54,20,master,no,no,no,10,3,17,1
10612,Female,15,53,66,63,63,13,bachelor,yes,yes,no,11,4,14,0
10613,Male,16,92,96,93,84,17,bachelor,no,no,no,39,3,19,1
10614,Male,17,84,81,97,93,8,high_school,yes,yes,no,28,5,16,1
10615,Male,16,99,50,84,81,4,master,yes,no,no,17,2,13,1
10616,Female,18,97,64,96,53,8,high_school,no,yes,no,20,4,15,1
10617,Female,17,94,75,77,81,13,master,no,yes,no,6,3,7,1
10618,Female,16,80,58,88,94,2,bachelor,no,no,no,12,4,18,1
10619,Male,15,65,84,79,59,6,bachelor,yes,no,no,22,2,4,0
10620,Female,18,78,88,83,92,13,high_school,yes,no,no,27,5,5,1
10621,Male,15,95,93,53,78,6,master,yes,yes,yes,36,2,17,1
10622,Female,15,81,58,86,59,20,master,yes,no,no,10,3,2,0
10623,Female,15,60,92,66,81,4,high_school,yes,yes,no,8,1,8,0
10624,Female,16,54,81,71,55,3,high_school,no,yes,yes,26,1,19,0
10625,Female,16,62,91,52,58,12,master,no,yes,no,27,1,17,0
10626,Female,14,90,58,72,59,19,high_school,no,no,no,51,5,14,0
10627,Male,17,72,79,74,77,2,high_school,no,no,no,49,1,9,0
10628,Female,15,95,79,90,74,14,bachelor,yes,yes,no,39,4,15,1
10629,Female,15,59,84,60,60,13,bachelor,yes,no,no,11,1,1,0
10630,Male,17,91,67,60,65,17,high_school,yes,no,no,55,2,2,0
10631,Male,18,75,65,55,93,11,high_school,no,yes,yes,51,2,11,0
10632,Male,17,62,53,88,51,15,bachelor,no,no,yes,12,4,11,0
10633,Female,18,92,66,66,85,8,bachelor,yes,yes,yes,9,2,15,0
10634,Female,17,77,78,96,61,5,bachelor,yes,no,no,34,2,6,1
10635,Female,18,86,78,52,64,4,high_school,no,yes,no,51,4,18,0
10636,Male,18,91,70,86,76,20,high_school,yes,yes,no,33,4,5,1
10637,Male,17,51,71,81,65,18,master,yes,no,yes,9,4,12,0
10638,Female,16,72,83,62,92,4,bachelor,no,no,no,26,4,19,0
10639,Female,17,58,88,100,68,6,master,yes,no,yes,10,4,14,1
10640,Female,14,69,58,81,53,18,bachelor,no,no,no,22,5,19,0
10641,Female,16,86,71,53,78,12,bachelor,yes,yes,yes,38,5,9,0
10642,Female,14,91,80,56,53,19,high_school,yes,no,no,46,3,20,0
10643,Male,18,80,68,80,81,2,bachelor,yes,no,no,56,2,1,0
10644,Female,15,73,66,81,65,16,high_school,yes,yes,no,50,5,10,0
10645,Female,14,60,70,53,56,15,master,yes,no,no,54,4,16,0
10646,Female,14,60,77,81,50,15,high_school,yes,yes,yes,32,5,9,0
10647,Female,15,91,73,53,93,19,bachelor,yes,no,no,30,3,7,0
10648,Female,15,92,60,94,52,12,high_school,yes,yes,yes,7,2,16,1
10649,Male,15,98,65,51,79,20,high_school,yes,no,no,42,4,9,0
10650,Female,17,91,89,82,62,9,master,yes,no,no,58,2,14,1
10651,Male,18,65,94,71,69,18,high_school,yes,no,no,47,3,8,0
10652,Male,15,81,75,74,51,12,master,no,no,yes,44,1,11,0
10653,Male,15,58,59,81,83,16,bachelor,yes,no,no,24,4,1,0
10654,Female,14,100,85,73,76,2,bachelor,yes,yes,yes,35,1,13,1
10655,Male,15,78,64,61,86,20,bachelor,yes,yes,no,43,5,9,0
10656,Female,18,67,73,63,83,12,bachelor,no,yes,no,26,4,12,0
10657,Female,17,71,63,65,85,1,bachelor,yes,no,no,49,4,19,0
10658,Female,15,87,52,72,81,13,master,yes,yes,no,20,3,4,0
10659,Male,17,70,89,100,63,7,high_school,yes,no,yes,35,4,15,1
10660,Male,14,94,72,63,56,14,bachelor,yes,no,no,36,4,16,0
10661,Male,14,96,93,83,54,13,bachelor,yes,no,no,31,4,7,1
10662,Female,16,63,64,92,82,3,high_school,yes,no,no,21,4,18,0
10663,Female,18,69,84,54,58,6,bachelor,yes,yes,yes,29,2,12,0
10664,Male,18,76,74,57,50,20,high_school,no,yes,yes,48,3,6,0
10665,Female,16,78,75,65,84,20,high_school,no,yes,yes,50,3,0,0
10666,Female,15,96,50,66,51,20,bachelor,yes,yes,no,10,5,15,0
10667,Female,16,82,52,84,54,12,high_school,yes,no,no,16,4,12,0
10668,Female,17,58,88,53,100,19,high_school,yes,no,yes,42,3,12,0
10669,Male,16,62,62,71,77,20,bachelor,yes,yes,no,51,5,12,0
10670,Male,16,68,57,57,91,16,high_school,yes,no,no,55,2,10,0
10671,Male,18,77,58,69,68,16,bachelor,yes,yes,no,43,3,11,0
10672,Female,16,75,91,76,60,6,bachelor,yes,yes,no,38,3,18,1
10673,Male,17,87,98,91,77,1,bachelor,yes,yes,no,39,3,19,1
10674,Female,16,88,53,74,61,6,bachelor,yes,no,no,50,4,10,0
10675,Male,16,86,95,73,65,13,high_school,yes,no,no,29,5,19,1
10676,Female,17,60,81,98,56,14,master,no,yes,no,15,4,8,1
10677,Male,18,72,99,77,92,15,high_school,yes,yes,no,30,1,18,1
10678,Female,14,85,63,63,84,17,high_school,yes,yes,yes,7,4,12,0
10679,Female,14,100,87,91,96,20,high_school,yes,no,no,42,1,9,1
10680,Male,14,67,98,90,59,10,master,yes,no,no,11,5,17,1
10681,Female,16,82,50,93,83,4,bachelor,yes,yes,yes,21,4,10,1
10682,Female,15,53,50,56,79,18,high_school,yes,no,yes,13,5,2,0
10683,Male,18,73,68,85,99,20,high_school,yes,no,no,47,3,13,1
10684,Female,14,67,77,78,65,3,master,yes,no,no,51,3,3,0
10685,Female,18,66,88,97,95,16,high_school,yes,no,yes,43,1,3,1
10686,Female,16,51,93,61,79,4,bachelor,yes,no,no,22,2,20,0
10687,Male,18,50,75,72,75,13,high_school,yes,yes,no,10,4,7,0
10688,Male,16,86,67,80,86,10,high_school,no,no,no,37,2,4,1
10689,Female,17,79,76,88,58,12,high_school,yes,yes,yes,59,5,0,1
10690,Male,16,64,51,88,93,18,bachelor,yes,no,no,7,3,17,0
10691,Male,17,87,86,82,93,11,high_school,yes,no,no,8,3,17,1
10692,Male,17,98,83,78,73,2,master,yes,yes,no,48,2,20,1
10693,Male,16,65,80,63,88,19,bachelor,yes,no,no,59,1,8,0
10694,Female,15,94,71,81,54,5,high_school,no,no,no,46,5,9,1
10695,Male,16,88,64,56,78,15,bachelor,yes,no,no,7,3,9,0
10696,Male,17,78,64,84,55,12,high_school,yes,yes,no,51,5,18,0
10697,Male,16,57,57,69,96,4,bachelor,yes,yes,no,55,5,2,0
10698,Male,18,57,72,65,62,3,bachelor,no,no,no,52,1,13,0
10699,Female,18,56,64,56,87,2,high_school,no,no,yes,45,1,4,0
10700,Female,17,50,59,92,65,14,bachelor,yes,yes,yes,12,1,17,0
10701,Female,17,74,66,75,95,16,master,yes,no,no,18,1,3,0
10702,Female,14,72,92,55,96,5,high_school,yes,yes,no,47,1,17,0
10703,Female,18,92,63,77,67,19,bachelor,yes,no,yes,60,3,14,1
10704,Male,14,89,81,69,77,1,high_school,yes,no,no,8,1,1,1
10705,Female,16,75,57,55,65,16,bachelor,yes,yes,yes,43,5,12,0
10706,Female,18,74,69,67,96,18,high_school,yes,yes,no,6,2,12,0
10707,Female,15,96,61,96,62,18,high_school,no,yes,no,51,1,10,1
10708,Female,16,84,88,75,95,14,high_school,yes,no,yes,58,5,11,1
10709,Female,14,50,100,92,71,19,bachelor,yes,no,no,22,4,0,1
10710,Male,16,77,98,86,75,3,bachelor,yes,no,no,38,3,7,1
10711,Female,18,72,71,65,77,16,master,yes,no,no,39,4,12,0
10712,Male,17,71,70,75,89,9,bachelor,yes,yes,no,5,3,10,0
10713,Female,16,72,81,79,62,11,bachelor,yes,no,no,22,1,20,0
10714,Male,14,88,72,76,94,12,high_school,no,no,no,22,3,14,1
10715,Male,16,91,56,99,97,20,high_school,yes,no,no,31,3,8,1
10716,Female,18,94,80,70,75,8,bachelor,no,no,yes,52,5,12,1
10717,Female,14,72,69,86,77,17,bachelor,no,yes,no,32,1,1,1
10718,Male,14,99,90,55,60,6,bachelor,yes,yes,yes,10,5,10,1
10719,Female,15,89,52,84,82,19,bachelor,yes,no,no,22,1,19,1
10720,Female,18,73,94,84,50,4,master,yes,yes,yes,29,5,16,1
10721,Female,17,92,83,74,65,2,high_school,yes,yes,no,33,3,18,1
10722,Male,14,65,100,58,50,10,master,yes,yes,yes,23,1,1,0
10723,Female,17,89,67,83,74,13,high_school,yes,yes,no,10,5,5,1
10724,Male,14,97,92,88,80,10,bachelor,yes,yes,no,14,1,19,1
10725,Female,15,73,58,80,64,4,bachelor,yes,yes,no,44,1,12,0
10726,Female,14,75,53,66,65,15,master,yes,no,yes,39,1,19,0
10727,Female,18,54,69,64,67,15,master,no,no,no,6,5,12,0
10728,Male,17,91,94,59,80,9,bachelor,no,yes,yes,12,3,15,1
10729,Male,14,79,60,84,86,10,high_school,yes,no,no,17,4,12,1
10730,Female,17,86,59,58,56,2,high_school,yes,yes,no,58,4,6,0
10731,Male,18,72,78,63,75,19,high_school,yes,yes,yes,9,1,17,0
10732,Female,17,93,66,94,51,13,bachelor,yes,no,no,43,4,9,1
10733,Female,16,84,67,60,69,5,bachelor,yes,yes,no,23,3,18,0
10734,Female,14,53,64,74,93,3,bachelor,no,no,no,59,1,18,0
10735,Male,17,56,79,68,98,16,bachelor,yes,yes,yes,51,3,7,0
10736,Male,15,77,65,68,91,17,bachelor,yes,yes,no,49,5,6,0
10737,Female,16,59,83,85,74,6,master,no,no,yes,28,2,5,0
10738,Female,18,74,66,95,73,11,bachelor,no,no,no,30,3,1,1
